0,1,2,3,4,5,6
114919.0,6.83348637131892,1.01383051727892,6345.0,17586.0,2211738.0,39.3167098965158
109947.0,5.10078685927103,0.867387411859185,8248.0,21393.0,2653574.0,17.7773197189039
151542.0,5.23627786174896,0.874419832844174,9005.0,23533.0,4249975.0,30.5106197505727
171045.0,5.54822974858814,0.90799362078118,10100.0,34674.0,4895922.0,17.4190085312428
168398.0,5.50155394725474,0.865250109323525,11238.0,36578.0,6973256.0,14.9122009096302
187578.0,5.4032899547968,5.50117450578881,14954.0,41162.0,8825603.0,45.3227436586875
189551.0,4.95141610436347,5.72599493784903,17747.0,48076.0,10272173.0,42.8754285678371
191779.0,5.50179749412286,5.44588525018348,22921.0,48554.0,12362450.0,49.1369700582936
193718.0,5.82292671313728,6.58442877541107,33511.0,61302.0,15795367.0,40.8176165336853
217255.0,5.76327796144827,5.64120262662431,40888.0,57008.0,18902752.0,44.7817484893124
235493.0,5.94742552882088,5.42532378551601,50511.0,60784.0,24585034.0,36.843438191546
242175.0,6.07698907108309,5.62258906965043,62671.0,72672.0,28517239.0,41.4119312093254
245384.0,5.94817595002163,6.2481490485557,74661.0,81896.0,31371854.0,44.9251421138838
245728.0,6.01367697621378,5.01594715652613,94031.0,93502.0,34538855.0,39.9742113031948
253337.0,5.78350805033127,4.46057314103765,100578.0,101170.0,39409752.0,41.0452384820703
269835.0,5.63860283120364,5.30478774103673,106948.0,102763.0,44868872.0,38.1194498034679
267338.0,6.17009015177451,5.70000267687448,123496.0,114012.0,49578246.0,38.1648343996989
313986.0,6.31469090177115,5.85054399179288,131716.0,124941.0,56952843.0,37.4241435897436
336280.0,6.44436279431785,5.77499227115595,162824.0,133339.0,63161622.0,37.8447801612658
338297.0,6.52929455470131,6.23794256845845,198778.0,134617.0,70056517.0,52.25586461061
373235.0,6.83316006142621,6.54286938360199,202722.0,162680.0,79475111.0,35.9439712566024
402152.0,6.73452047156467,6.54740473576917,193973.0,162670.378182585,85369394.0,30.339591740413
26216.0,1.52049571949531,2.51777551626011,1827.0,2070.0,363262.0,48.0801443437395
28808.0,1.56821293778583,2.50011936152957,2505.0,2686.0,420008.0,46.5512220045985
29553.0,1.72776015197832,2.45263467771955,2578.0,3439.0,450276.0,60.8365242808743
33441.0,1.96250290727549,2.45521189123242,3045.0,5507.0,507093.0,46.9331011000524
37164.0,2.18476079052109,2.75614001203045,4159.0,6112.0,588624.0,41.7850596117211
44854.0,2.27095081577697,3.31269940275196,5584.0,6009.0,723356.0,41.8791453962813
48348.0,2.31755273470348,3.30208493594453,6790.0,7101.0,866122.0,42.7149327023382
52039.0,2.37263572126538,3.02416360084669,7404.0,7299.0,1054611.0,40.5980138664442
58771.0,2.48864844120957,3.14125098050609,11006.0,9271.0,1193390.0,37.0212430710139
74293.0,2.63333003162564,3.34960725479171,13982.0,8445.0,1693819.0,29.4763513012531
89609.0,2.79579614514793,3.56707928761064,19782.0,10180.0,2323275.0,32.7899004791743
100219.0,2.97903502814165,3.7031421446384,24856.0,11893.0,2761575.0,42.9567809591139
113335.0,2.95472034274967,3.77855582902902,26351.0,13103.0,3885631.0,43.8854950957496
124321.0,3.08488353320406,3.73893668379031,37342.0,15557.0,5034369.0,41.2583825405073
119384.0,3.00425263301499,3.38262157225159,39734.0,17440.0,5526361.0,42.4960318936877
103087.0,2.4730066380257,3.53395325029858,41675.0,18857.0,5514411.0,44.3449558014431
99490.0,2.61780501912849,3.43778599878833,54680.0,21933.0,6855875.0,40.660558680165
92502.0,3.28249013774542,3.09164695658532,57799.0,22745.0,9092549.0,30.2876433823529
90640.0,3.44377235292071,3.74982150506926,75434.0,27378.0,10895598.0,32.1456247871978
102986.0,3.65930678560051,3.29796513933165,97910.0,28386.0,12568262.0,38.8276130578017
103499.0,3.48627331972314,2.26855518289679,71545.0,33185.0,16508667.0,37.0810555076215
110094.0,3.58022261655106,2.34817492882009,59154.0,33182.18890759149,19285572.0,31.937429620563
32899.0,0.548843370306066,0.844882430139592,3353.0,663.0,60406.0,7.55381070239822
34438.0,0.549796352992,0.83584862570795,3572.0,1288.0,67969.0,6.95647197814369
34823.0,0.517158687038712,0.868566095154394,3407.0,1046.0,72718.0,8.61816019032514
41703.0,0.583709963540413,0.756196488124813,3585.0,2184.0,103827.0,7.78101265822785
43740.0,0.657471465460536,0.750847835277234,4131.0,2336.0,156099.0,8.89032849503438
45334.0,0.656599438345673,1.1552132740742,5358.0,2876.0,164329.0,8.67962289116771
46155.0,0.681435825822806,1.15149864779662,5496.0,4484.0,165906.0,9.39070612668744
56509.0,0.782366374478692,1.12583571897198,6839.0,4107.0,172112.0,9.32995339868231
62305.0,0.762220301202397,1.05132896491079,10061.0,6523.0,192931.0,7.93864794474012
73025.0,0.821258243676721,0.939110474106615,11119.0,4699.0,262471.0,7.8145477242174
78533.0,0.924804920111037,1.09671915753143,15315.0,5660.0,378178.0,12.7621336654213
89546.0,0.995904797676158,1.14290964215168,18186.0,6028.0,315581.0,14.4396451846488
100946.0,1.06415996655467,1.1064875703413,20132.0,7911.0,292228.0,17.9667395771194
106975.0,1.17717743107034,0.801719732877557,30130.0,7289.0,395438.0,19.9929304179612
111384.0,1.19557848424328,1.21199072540576,31826.0,8977.0,589959.0,21.1832416535047
113191.0,1.3288656738883,1.04426170032652,35348.0,8782.0,889245.0,28.5721895819216
103275.0,1.38777493198468,0.997125369359621,51894.0,9041.0,2759840.0,32.9682581453634
111799.0,1.61440150727029,1.09158218037222,57809.0,10658.0,3811904.0,39.5352791878173
125058.0,1.75207646942336,1.12781079909873,92196.0,12014.0,5549646.0,41.8138551401869
125609.0,1.84567864861988,1.27302584364521,120034.0,11991.0,7473182.0,40.7914748035136
158713.0,2.00354020731454,1.26524929041932,115314.0,18188.0,10038253.0,33.445114893617
178016.0,2.07560650917871,1.36411758643627,92009.0,18178.169108190534,17830882.0,33.6302236421725
17183.0,0.714389801441359,0.752137243058915,934.0,583.0,39014.0,10.8259572352064
18483.0,0.554267081811273,0.71866641840271,1175.0,1029.0,32251.0,10.081398076472
18504.0,0.654006725710302,0.818638573150651,1189.0,889.0,59960.0,10.4401960784314
27438.0,0.62881383508154,0.652066509677446,1220.0,1860.0,47980.0,10.9578402366864
38767.0,0.764618498739621,0.608528153724599,1421.0,1401.0,59213.0,13.9930868335603
36864.0,0.859019595873268,1.50459633794028,1992.0,1423.0,82677.0,25.6940260496253
43986.0,0.855146676873445,1.34128253046062,2279.0,2365.0,128425.0,13.787382893296
47772.0,1.09884334854063,1.12761394647785,3227.0,2053.0,162068.0,11.9960533952409
46279.0,0.976903246000917,1.04175296164361,4752.0,2475.0,184911.0,20.4557075673365
47355.0,1.009050905224,1.14939611227447,4974.0,2709.0,224825.0,9.7484126984127
47029.0,1.0926084160349,1.20748262341183,7196.0,2875.0,306088.0,7.43081255028158
49035.0,1.22978057869077,2.04784688995215,8565.0,3701.0,527681.0,6.69270980502967
48955.0,1.19254961607148,1.75243115103011,8371.0,4133.0,484595.0,7.77076612903226
42873.0,1.03808329462523,1.08816551035166,10020.0,5116.0,512007.0,7.74819012374234
44147.0,1.01624163532027,1.004154923439,10062.0,5757.0,425622.0,5.10742931622218
47694.0,0.954602593180761,1.33759945484504,11311.0,6200.0,941471.0,14.6478516824474
44593.0,1.04519592272853,1.3791139403022,15060.0,7256.0,1507567.0,13.8989137134052
46853.0,1.1230697939939,1.22527999728282,16598.0,8718.0,1095227.0,21.7416091051805
52394.0,1.1956477280388,1.29312621921512,27296.0,9901.0,449791.0,23.1706479481641
