0,1,2,3,4,5,6
0.09493914776070585,0.7093672597767442,0.12644568922397978,0.007194954015357644,0.10805244942245391,0.02588634746270973,0.6315362683958804
0.09080104567808861,0.5247747079846624,0.10577250268599271,0.009376945647425469,0.13145551450473655,0.031062040242968787,0.2851186992681087
0.12541978182580854,0.5392091957411159,0.1067652605930286,0.010244926554138733,0.14461090175876462,0.04976237505067648,0.4899081017336496
0.1416517618976677,0.5724428836527262,0.11150482944346496,0.011500460362396362,0.2130988313835902,0.057329036038758024,0.27935598780797366
0.13944871358457683,0.5674702930707105,0.10547078241120633,0.012805298238010226,0.22480343761334226,0.08166304817445241,0.23903905239851034
0.1554118668316803,0.557001772135046,0.7599183205826862,0.017066086942563053,0.25298301479673696,0.10336154941571506,0.7281311858394309
0.1570539576219063,0.5088615455350997,0.7916559344239823,0.020268558108283197,0.29548598090624634,0.12030675511452489,0.688771067578362
0.15890828011588684,0.567496239253274,0.7521132068397116,0.02620109867807769,0.2984244272181274,0.14479238231023,0.7894753105597258
0.16052207334561225,0.6017076311193736,0.9128399451261251,0.0383436585223227,0.376791192037917,0.18500577309805302,0.6556753189654932
0.18011147574274855,0.5953529716940513,0.7796859119233569,0.04680217258946108,0.35039435424875975,0.22140586297299597,0.7194303716594833
0.19529062010774711,0.614971070003226,0.7492105710799298,0.057835964221299586,0.37360685063717564,0.28796844710556097,0.5917586904438972
0.2008519230273063,0.6287740778064287,0.7770582598099061,0.07177869582715599,0.44668687104646804,0.3340305267663368,0.6652336696678356
0.20352271336984828,0.6150510158700091,0.8653677647028905,0.08552650437602263,0.5033902785376619,0.3674696540577282,0.7217365683736352
0.20380901809961907,0.6220291453643254,0.6914193941505473,0.10773626681068041,0.5747367385704889,0.4045680892481002,0.642110849993672
0.2101418456834152,0.5975081773162195,0.6130179522551678,0.11524309771722169,0.6218748271050156,0.4616260619716572,0.6593361580788316
0.223872820775736,0.5820707491985502,0.7321946513141676,0.12254697932325008,0.6316675990188786,0.525574513366672,0.6122807589488934
0.22179461464132427,0.6386925696972228,0.7879866400715388,0.1415210190118777,0.7008194453836271,0.5807403962085856,0.6130106784764447
0.2606188676481481,0.6540975612998237,0.8092383656209381,0.1509461221204418,0.7680041310374929,0.6671268573620908,0.6010981634170959
0.2791737445246301,0.667912112163645,0.7985728255156772,0.18661474833713435,0.8196298049437207,0.7398568581871119,0.6078632527437389
0.2808524556872687,0.6769602883005719,0.8639269289165834,0.22783982828425287,0.8274861530328086,0.8206240620187243,0.8396364274841179
0.3099306959452093,0.7093324964635722,0.906973058755395,0.2323620432064155,1.0,0.9309540237375322,0.5772925822326332
0.33399777115096996,0.6988239613865664,0.9076133086401462,0.22233038540874792,0.9999408510587935,1.0,0.48715746176456337
0.021113309258212743,0.1433496120263536,0.33875568782512266,0.00201458712430014,0.012669744453528902,0.0042331913421533715,0.7724784043331009
0.023270582105787932,0.148433149608849,0.336263190966074,0.002791986139824042,0.0164565288219781,0.004897917309500035,0.7478887778050071
0.02389063159322756,0.16543045767890263,0.329559838675857,0.0028756883937078835,0.02108550386977396,0.005252478434154615,0.9776390004434621
0.02712654086459035,0.19043869708435773,0.3299236606225923,0.0034111534973209545,0.03379827996385342,0.005918036099659415,0.754030531441345
0.030225123739406102,0.21411686490222806,0.37240529987732235,0.004688472823712734,0.03751744318286603,0.006873095008547104,0.6712346860877341
0.03662536609968898,0.22329908985836172,0.45097407968348774,0.0063223866837740315,0.03688426332905066,0.008451353547167459,0.6727478658253248
0.039533356581721274,0.2282638094033479,0.44947564893331804,0.007705193782183803,0.04359719925493788,0.010123722832301455,0.686189815875193
0.04260530645841881,0.23413205659744596,0.4102418482917906,0.008409209999782145,0.044814379944796555,0.012331694017216784,0.6521434537858231
0.048208223437537716,0.2464914321648388,0.4267709244405452,0.01253928559553007,0.0569370078256112,0.013957359350850919,0.5946183226626565
0.06112689208725303,0.26190503607396315,0.456184314113762,0.015951585699068613,0.05185927424064523,0.019819413964626754,0.4732739835397533
0.07387411081158236,0.27921330808898553,0.48688456380032125,0.02260190176107249,0.06252497371996238,0.02719289841290789,0.5265657268033992
