0,1,2,3,4,5,6,7,8,9,10,11
0.02324109554352708,0.05270553807190071,0.028659613418062488,0.006563056132612537,0.03849093521660705,0.13909990213707904,0.08094038114814375,0.9357326478149101,0.13760228946754102,0.013358335781173049,0.017697496335686798,0.15584650841699516
0.07748585590611459,0.062143698193611346,0.03597549620581039,0.005843528721907837,0.04504706485812604,0.15848926530402407,0.081024917631341,1.0,0.14939381215945005,0.017266340960605253,0.01745379654128362,0.1418030680931877
0.08381185840265128,0.07241134770060728,0.04069943071616588,0.006221201145181911,0.047102224668032246,0.17230067354500278,0.08088235294117647,0.8457583547557841,0.18933361165576082,0.015104243110637001,0.015012370582522984,0.2562092200121147
0.08566047510844306,0.08853202343186353,0.04615992606793863,0.006238198477074598,0.08341570957364776,0.19566315528101813,0.3382352941176471,0.9485861182519281,0.2571906378496724,0.0100840284521535,0.012930204857643615,0.17084237490131465
0.09980716376363225,0.10351657830844252,0.054851343996662416,0.011273139838944655,0.06877481902704319,0.21834666352184612,0.34558823529411764,0.6786632390745502,0.2050848551435339,0.01095293423590348,0.021260334648982422,0.28382939701121135
0.09378748856038915,0.11565430697451143,0.06022761656867818,0.07808461745609403,0.08347515821333579,0.21640530869303357,0.3235294117647059,0.7082262210796916,0.24175808416438338,0.009780789924420209,0.1322620705188653,0.4291330729094114
0.10119262852116577,0.13516579240453036,0.07001486298973837,0.4547234015889722,0.09840418929890175,0.27010287032757035,0.3382352941176471,0.7172236503856041,0.2753798583264483,0.009343317660406919,0.694797129472419,0.5377863743754671
0.10173471824955198,0.17548891797521207,0.09500882754183107,0.7577787223372126,0.11736749501496359,0.3203091843688339,0.34558823529411764,0.7557840616966581,0.3170246482660486,0.01199331450204925,1.0,0.44879517331567864
0.10955164747490037,0.20538936961820223,0.11187420609929562,0.6799866129724703,0.16303361969692337,0.32887942689739325,0.34558823529411764,0.897172236503856,0.42561819846248106,0.012318884561161616,0.7721341716943835,0.28908312985707413
0.11066264546848302,0.23153941082704846,0.12175997141770993,0.6172498755256366,0.1383122552066879,0.35852528723789934,0.34558823529411764,0.6529562982005142,0.32345421503116384,0.010017996618120207,0.6081496380627022,0.4543939543083811
0.12911588275857427,0.26209506588335946,0.13272757989602868,0.6409442746323468,0.15566731548571408,0.39699530815064443,0.3897058823529412,0.6658097686375322,0.35464518272478185,0.0076408875439544525,0.5738472447793193,0.5111197567058883
0.14337290898704982,0.28329271372485254,0.1473077551341088,0.5742632085999629,0.16778596444743377,0.41391380838640845,0.39705882352941174,0.6529562982005142,0.37354826835912197,0.009243476612973485,0.4709642677606788,0.5324483666115911
0.14656451833924344,0.30949774355586945,0.16523912680805486,0.9359397804075013,0.20392960143487524,0.4259960621720386,0.45588235294117646,0.724935732647815,0.4457203544786673,0.010886579868891313,0.7028188611081545,0.5697801687606966
0.15801748767111162,0.39796884456509085,0.18049494899518184,0.7875816782502201,0.23733021152859732,0.47144890893041264,0.4632352941176471,0.7827763496143959,0.5124077890974624,0.0011719431760253555,0.5476058682904335,0.6202884493959284
0.17008326631960088,0.42852605297231056,0.1965936205502091,0.7238817784041851,0.3112259283037968,0.5021336904194545,0.5,0.9473007712082262,0.6694812287722713,0.001782140961759155,0.45081745185740557,0.5421215823991363
0.1825563177366285,0.44616310986071195,0.21467137203694314,0.8154478859139083,0.33401782044357486,0.5176720705279723,0.5073529411764706,0.903598971722365,0.7186805604797556,0.004463052160753515,0.4653724549000805,0.474171225134311
0.1902033712414705,0.486569495040104,0.21755390444375544,0.6855657058515181,0.30347746627669586,0.5750060132416492,0.4117647058823529,0.6940874035989717,0.6555608581997691,0.0003542257597851496,0.3609455494871088,0.5989694169614762
0.19831920940056566,0.5299704301014304,0.23741898141529574,0.8244164955138,0.35157160278686467,0.6586017070934337,0.4117647058823529,0.7519280205655527,0.7629067378194766,0.0004415453410051446,0.3721049115145641,0.5888679324057311
0.25199787199098195,0.582844320344824,0.2605202643115947,0.898106562373723,0.3900421562532908,0.7552994393127384,0.5294117647058824,0.8174807197943444,0.8328981889655249,0.00030347127920799086,0.3973168208044573,0.5452719552155264
0.2386490923616577,0.6190681528672513,0.27520206629868044,0.9642283747299304,0.4280880899242818,0.8283211606585147,0.5367647058823529,0.8046272493573265,0.9146325626086034,0.0,0.382314386545254,0.5578980705428395
0.2359630048758013,0.6777453621058244,0.3025107587608473,0.9194342458807973,0.4674061845023965,1.0,0.5367647058823529,0.8496143958868895,1.0,0.00020312359697128603,0.3526039150804574,0.44952720149259173
0.2233855708523484,0.6777313878422238,0.3025048305106028,0.9196243656777798,0.46728654584356727,0.9999769266439359,0.5588235294117647,0.8483989526165737,0.9997211892023233,0.00019541913252007806,0.35393115410983966,0.45025911787514905
0.022964660168512556,0.007907705605331997,0.006329823615744227,0.004300897623990137,0.009917419942183769,0.047837735806500324,0.01470697605760125,0.35157950326149934,0.05787570463223254,0.04690509688642772,0.027324525123144115,0.22493783194034345
0.07368910432313687,0.01115215858147001,0.010283570329812676,0.004371157055761257,0.01167364741610362,0.06638308759972435,0.014708017560419262,0.3511682139748751,0.05788711452488735,0.05879849128652275,0.027372622921975592,0.34046346578754827
0.07094403698263836,0.014498449243187245,0.011387696786058724,0.003428190092711266,0.012640082070514062,0.07533205895957396,0.014705882352941176,0.35218508997429304,0.057850166395913116,0.04354624966383576,0.017353579945734273,0.30676322144361073
0.07086342697764994,0.017452239197275475,0.01317747747366966,0.002935326691976306,0.014277416001712067,0.08553280025080748,0.051470588235294115,0.3149100257069409,0.0669798325125743,0.03976041601610924,0.012033522057821171,0.2591407919328537
0.0720280360732515,0.019778226848073614,0.015332275337755105,0.0061786782033737275,0.016747004731963003,0.09448789271709404,0.051470588235294115,0.30848329048843187,0.07278237709130222,0.041750242575057515,0.02175859755660951,0.29177832566836037
0.06996787999709501,0.02413652562685709,0.018838273864384792,0.05243203095670163,0.024514018228078575,0.09898971126059732,0.058823529411764705,0.384318766066838,0.1026659198702295,0.042002358546151704,0.16559900497161212,0.43368271710009465
0.07426201139960192,0.029455478741662742,0.022397665282388103,0.011802722214500051,0.028711293697623146,0.12208066622839789,0.058823529411764705,0.35732647814910024,0.11381209571210837,0.03940876936280936,0.02831010870006233,0.46937935347513843
0.0841397518645569,0.04167398165498791,0.033160373101320195,0.02160431952543923,0.024578228571137402,0.14444820246266596,0.058823529411764705,0.2544987146529563,0.11923778959939893,0.04310072799825949,0.04444263628264544,0.6958480340973472
0.08959169288829125,0.04978912174067758,0.04130891150355128,0.02296215167980722,0.0352315536668467,0.15524899730249656,0.058823529411764705,0.30591259640102825,0.13330794437906873,0.04693313248567008,0.0381112315822642,0.38918918548368303
0.0703423490825261,0.05316815703955177,0.04799265726537398,0.014741839252264272,0.03484599889259157,0.16404407022590026,0.058823529411764705,0.24164524421593828,0.12737234680780374,0.05545557988038455,0.01891446969775372,0.5164708927047615
0.07193201184936289,0.06157762605543594,0.055675577333169905,0.016151374092145555,0.03933338089075042,0.18199031538971797,0.058823529411764705,0.24164524421593828,0.13232797323643036,0.05558073633769194,0.018014540372989628,0.5759018533929223
0.0694313810189292,0.07034713074495573,0.0633239691691171,0.020812314928223583,0.045896304448996374,0.1886841881241958,0.058823529411764705,0.24164524421593828,0.14462939961231383,0.05506979449444862,0.02110153267592291,0.6366638976034659
0.0742148610827101,0.07550795273724818,0.07067596519305601,0.031069878992618476,0.05285157669822441,0.19055993921893102,0.058823529411764705,0.24164524421593828,0.1617318878626192,0.05928926806856114,0.029532227081286774,0.5508661182455415
0.08250754268078987,0.08598257071932916,0.07928863016092953,0.0363965585318522,0.06653977328699882,0.20783658198783608,0.058823529411764705,0.30591259640102825,0.19998581830378945,0.05762299280795355,0.03312850331760403,0.5975537243585107
0.11854992592761172,0.09194016852676815,0.08786431169414961,0.030851637989048625,0.08881517489240134,0.21693426446956612,0.058823529411764705,0.38303341902313626,0.26488380968163683,0.06158858301052256,0.025449073332596554,0.5660584162280603
0.15294638862006402,0.09465474244090519,0.09671702712358882,0.030614622928997998,0.09484817294594419,0.2276607839698692,0.058823529411764705,0.38303341902313626,0.2839741255749363,0.06943575041118276,0.02423721972899,0.4357397827730322
0.21235635956837096,0.09478634232989651,0.10443183374932964,0.022369969374598276,0.09399383791752865,0.28960903511344144,0.058823529411764705,0.38303341902313626,0.2808963788074468,0.07893151804618628,0.016820258085642883,0.47485119486932625
0.18150709294546089,0.09728913238113131,0.1108227266500268,0.042241982426653994,0.10383142933817059,0.3404021305894677,0.058823529411764705,0.5629820051413883,0.31002861037701795,0.0833714908271364,0.04596778073284065,0.3951299392996578
0.22339019647937047,0.10460920533767412,0.11927033361668653,0.0542198896855393,0.11302020171138762,0.40021836680786804,0.058823529411764705,0.6143958868894601,0.381004813012742,0.08351038943888872,0.059706884411987925,0.38286816661669576
0.20151977296461385,0.11007106673608696,0.12609129102892513,0.0722884088323822,0.11098202669329882,0.44192762300786853,0.058823529411764705,0.5758354755784062,0.3956358618447837,0.0841618933368635,0.07180401291719199,0.4548236108319091
0.18586753594609495,0.12431579164183508,0.1305682134900155,0.06302498139917417,0.11271617393785605,0.5273459661189618,0.058823529411764705,0.5501285347043702,0.406343839208247,0.07283357529664826,0.05986285008943742,0.48996792509133613
0.18013684276827072,0.12431326492174513,0.1305653723360068,0.06305524341566038,0.11269283782322656,0.5273358914747283,0.058823529411764705,0.5500567161231507,0.406318833075657,0.07285760558227075,0.059811019143502626,0.48880506410690566
