LR,Poly,GBR
125758.42676691816,125758.42676691816,2.818564007703764
138966.19095448003,138966.19095448003,2.912135563726875
124536.03680623532,124536.0368062353,0.44992295909016783
123461.23576816867,123461.23576816867,0.6313418302425335
13152.48886176838,13152.48886176838,0.002290797515325839
13590.455637985295,13590.455637985286,0.0020434713891556134
32191.6159114985,32191.6159114985,0.03699140148941496
30703.129526563203,30703.129526563203,0.052156918349479685
20348.71090836209,20348.71090836209,0.028903416525979837
19671.29154957178,19671.29154957178,0.025565653677611988
36211.24351612967,36211.24351612967,0.029362515245240993
34680.8882390385,34680.8882390385,0.024938759094241685
209079.15808635554,209079.15808635677,0.05212194346151009
202035.51083267233,202035.51083267233,0.05289012668394364
72567.82490577528,72567.82490577642,0.4106142633333822
69275.3393603089,69275.3393603089,0.24548919445185896
102497.70786660862,102497.70786660885,0.09541894387674091
105805.47123338658,105805.47123338658,0.08278567742385085
24529.237190721768,24529.237190721953,0.047727068974779345
23929.23332871003,23929.23332871003,0.04504277967629111
13908.40751606854,13908.407516068579,1.0792879613095576
14987.585569454177,5728.099089060572,0.8326931046614009
30071.006056122704,30071.006056122704,0.016017476782127928
29159.639622572566,29159.639622572744,0.023516275464608955
29691.983780714752,29691.983780714694,0.02281584706841308
28384.684712152484,28384.68471215283,0.011972208906744728
99248.65332328275,99248.65332328275,0.07207145895044023
95359.26386486289,95359.26386486337,0.052771122255032984
38796.172320295766,38796.172320295766,0.04086368724003086
37363.9981147311,37363.99811473141,0.06378858859541318
25846.153843266617,25846.153843266617,0.0006358700184826867
27519.594410397443,27519.594410397767,0.0006715892293244461
60921.10527095567,60921.10527095567,0.08377047743308288
58104.39522996556,58104.39522996556,0.08172616890457507
65203.98610628811,1011.7538864197631,0.0004720758809119444
63399.81528259264,63399.81528259264,0.0005041893906062886
9386.589001344526,9386.589001344526,0.13946226233970602
9580.026055662294,9580.026055662294,0.09264166591472026
36158.367592070215,7653.665057568562,0.0007137963658136407
42652.01563678713,7552.566783813215,0.0007511502476447702
25816.909738346327,25816.909738346327,0.016890298058529173
24673.068854503876,24673.068854503876,0.021107014353241554
19319.342020833225,19319.342020833225,0.032199933331036656
18412.889026861936,18412.889026861936,0.039837298832551854
10077.403034488942,10077.403034488822,0.0003774376773782356
9957.461790494743,9957.461790494859,0.0004199916826853318
17091.860294118163,17091.86029411757,0.011516824778357571
23737.060763649766,23737.060763649766,0.011570638675782332
24463.83229699622,24463.83229699622,0.0004789177716271923
28234.762006710145,28234.762006709967,0.0005027611036167144
30040.863047775085,30040.86304777579,0.24877859624503543
28621.07622718653,28621.07622718653,0.2602696368179223
28706.50644390252,28706.50644390254,0.011706918030685628
27693.743896233416,27693.743896233416,0.010478999486767369
3801.951414210796,1049.8081741635292,0.005768984549783309
4716.3426867918915,1138.3466852278757,0.004655456031546381
16302.847422053925,16302.847422053925,0.007084112157434892
16314.447333270075,16314.447333269907,0.0075433462942027995
34100.34329680295,8665.422207223073,0.0005395308011640257
36538.49104751686,9376.623913089958,0.0004549309726838408
18043.996852261604,18043.996852262262,0.03085758462504001
26911.867922844736,26911.867922844736,0.02448506604778467
28482.391205747517,28482.391205747583,0.02470962946694131
21171.158631505175,3118.289920571761,0.009088423362559465
30915.353055794698,3176.167278708812,0.0179158133863341
33477.76720122931,3020.494317739743,0.013233931138864308
33390.034536409345,2884.5238985612423,0.012224546038643928
906370.3811070988,906370.3811071008,0.006794951239195471
1498324.5611493192,1498324.5611493192,0.006120498453103312
1767015.8345397906,259094.24122246262,0.00645665236605676
98828.11049867613,9500.406832372639,0.0009686688058119548
180774.45469551982,17002.02351360975,0.0039562419784068
210953.92941294046,16525.813104085337,0.004263236797960225
220541.0539534068,32465.194820981145,0.005016083160010469
67339.05184764424,67339.0518476448,0.0007630507325179729
98400.19791775542,98400.19791775542,0.0038296704865650615
110592.26156089365,30439.159749497514,0.0007405738923028649
522986.3972337698,522986.3972337726,0.3003813037483096
846088.3950075126,846088.3950075126,0.3153155808405597
979019.4404771824,979019.4404771803,0.2737872267708187
1034985.7404528683,1034985.7404528707,0.37123865506072284
206263.51508310248,206263.5150831033,0.28326275436743725
340000.0951160987,86077.81192888676,0.3606799875528984
404297.20348310657,84725.1384469719,0.6562551803830865
42390.430452235,42390.43045223518,0.29874564912161866
65134.14535536592,65134.14535536623,0.23091508945334377
70356.45727845018,70356.45727844941,0.26464540328349007
69450.79144322677,69450.79144322287,0.25931728693386136
15317.210924282985,15317.210924282985,0.13757773975446963
22615.371310829363,22615.371310829363,0.1229631592188738
23536.002906856935,23536.002906856935,0.10609129947495809
736870.8118411673,76124.96404708084,0.0929330958308034
1165726.684153106,1165726.6841530749,0.09067267713930405
1315894.1160998244,1315894.1160998095,0.11109309010070356
829296.4449113574,116048.3605198348,1.337335307499019
1215571.1993352696,1215571.1993352452,1.6462327882333525
1357331.7686753508,1357331.7686753632,1.2697808912371757
629594.8577940913,91069.43453919597,0.005369917849339705
985303.7079014208,147792.07676852046,0.004341288676789031
1143294.8850194125,230659.61600404786,0.004181842904156975
2039713.856033241,2039713.856033241,0.02982038589059589
2494972.7266218523,2494972.726621853,0.036545939069968274
2708856.753350683,1031133.7355008542,0.05579379551386854
496831.4754422902,101717.46361515232,0.041465084612819156
609934.7520314889,609934.7520314907,0.0382259736815863
655350.0084166197,232474.65287590923,0.034558877933257084
638331.6249224298,638331.6249224361,0.13155370073412143
1125286.2397878354,1125286.2397878354,0.11731477084842519
1308419.8355122027,310168.1312332158,0.16186087093204116
584525.8740941676,584525.8740941676,0.059843550318848325
858795.8601728963,858795.8601728963,0.08401366061298757
955064.6373299428,229004.69538717318,0.18585693681563725
712297.4491819022,712297.4491819022,0.006752733780139318
938980.4892412771,251732.6758246934,0.01665292359006961
1033680.2571765026,242375.8612702307,0.00528969241646949
3018786.0709581156,3018786.070958118,0.00849847545127601
3648036.802323287,1411774.374598452,0.011340580617218775
3952727.9540248187,1356514.9273477127,0.012602524082699249
4215969.809875331,725036.9053220766,0.13301391653104686
5537658.436350876,1628617.3468868542,0.1449212283072572
6091951.295373502,1569366.8650913562,0.12333513947560679
592874.6788356396,173937.91676654105,0.0034515132820926477
925136.2359273061,116362.40175593167,0.0035767450066727545
1077243.3028085977,113418.61089426682,0.0037610184794827574
29834.677503231767,3300.8798019363226,0.0011878787902256875
45876.11106854933,4491.535199022886,0.0010108381834649548
52496.59276213519,4492.054689993939,0.0032532830380423657
101182.09925761522,7244.114163491921,0.0012061498778996689
150956.0734582201,33152.675210821384,0.0011824152420924956
167958.4230623301,32063.045921727542,0.005538092114028304
899030.4331634209,44866.04046905974,0.016511538312410784
1275676.1959789873,246034.58394172712,0.04238218038795925
1408283.781954156,236497.26594239761,0.01889865517268908
784307.8387026786,784307.8387026782,0.010294722953620569
943038.7010048374,300287.1283191209,0.012355225843185574
1016192.4911753294,287098.11376435164,0.015861496742267774
68264.98537303506,15170.096315976692,0.0023464782479998944
98025.13895484342,14472.42103792146,0.0026543882183147796
105903.7946803843,13779.438925649854,0.002496688193856237
550740.3498578016,550740.3498578034,0.08044600829308855
832097.1775930526,232769.59046035275,0.06236939371641892
966376.4459848072,234114.8426969395,0.04298798236663249
53570.674400738346,4589.70688744061,0.0018816676318177017
76099.09014741705,8157.507412662473,0.0011597686936631179
83940.96438984192,7811.58569278754,0.004185737540217936
1730.0268712222137,1730.0268712222137,2.5435135103153623e-05
2900.3600596628467,486.46174385974837,2.633361336566119e-05
3214.6889264635074,465.4381092243363,2.7458094548186365e-05
3217.0748264385543,445.9397242910151,2.8037672073187263e-05
7798.555433979746,1200.6098222499788,0.00044561049629617417
10372.274438963406,1243.9283541089615,0.0009936645269826264
11169.3831356962,1185.1798138631075,0.0003318182929053701
841947.4924616803,841947.4924616803,0.002199616818848022
1024622.8434370763,339283.23578747484,0.0030127803150642534
1109624.9992657143,325118.25974416913,0.0037074082575523836
73708.90821791289,73708.90821791321,0.02271684863419215
73776.66127612398,73776.66127612398,0.02102869877848327
73233.4214010774,73233.4214010774,0.02066895451000929
38159.116805170896,38159.11680517095,0.9520611119834014
38961.56311729044,38961.56311729037,0.8575919057093557
39026.07617386498,39026.07617386498,0.9091893510366825
5049.682271468144,5049.682271468144,0.00936981079670501
5042.702533485515,5042.702533485515,0.008696534638041466
4812.877292593147,4812.877292593147,0.00995958298016481
1234.0933518005806,1234.0933518005806,0.022914413354076745
1179.5592659251224,1179.5592659251104,0.021480544350741378
1123.4217442256488,1123.4217442256488,0.019290129465155053
565.2867036011038,565.2867036011038,0.015450582488287585
552.1130924962223,552.113092496226,0.015217077052453324
541.9036528096434,541.9036528096434,0.018540897554697428
70280.49076638966,70280.49076638966,0.2925752490854827
73593.04651478345,73593.04651478337,0.17581143257017384
74562.24225029763,74562.24225029763,0.3395132760215011
13328.74339796853,6369.485310727753,0.10903349037620345
13628.161179810157,6909.419333264894,0.09802660634927365
13701.215693678576,6598.7104034491085,0.09540387214849812
2175.909141274258,2175.9091412742478,0.03446364537213452
2120.2126561222635,2120.212656122283,0.04876297598214766
2074.0076761810838,2074.0076761810838,0.04525891221083865
112879.6029547555,112879.60295475542,1.0178934963326165
113123.6401792634,113123.6401792634,1.0560905737530002
112373.18194246863,112373.18194246863,0.7987190045066308
976224.9731302126,333940.8126783553,6.007925341052535
928621.4039682634,928621.4039682634,4.933556793972394
892770.6766715532,892770.6766715532,3.140780165742776
530992.3822714676,530992.3822714647,0.42436567517205787
505090.2966793499,505090.2966793499,0.42028032015745875
484391.3642059629,484391.36420595716,0.1814573540574614
14445.579963065558,14445.579963065558,0.009444179675302304
21505.380861343227,13506.312640334534,0.005068312349503968
22577.92822536311,22577.92822536311,0.005343748124399714
16442.316805171267,16442.31680517155,0.0062239204692921225
15924.269321067655,15924.269321067855,0.007566679949533741
15166.12543579936,15166.125435800037,0.005016068176638925
50270.12151431397,7803.215939450974,0.008901483318577217
63258.33919834396,16113.29042380019,0.009141687608704787
65490.880565783555,15449.59166525946,0.00953271770688888
237393.87442289837,237393.87442289837,4.648260330339487
232642.62949987207,154927.5922671323,3.991538718910527
228764.81557036852,147975.73485888986,3.44502459605472
22523.589658355875,22523.58965835643,0.053765089878023996
21603.874249170178,21603.874249170178,0.05713713048868435
20590.299974542773,20590.299974542773,0.10840299067740877
18898.30461680607,18898.30461680537,0.01572329966788915
18987.923002655978,18987.923002655978,0.01667262660049804
18163.795337276562,18163.795337276562,0.020830047056485213
20090.32123730362,20090.32123730414,0.00039813910611368147
24605.48141179116,24605.48141179116,0.000437320481029666
24810.619297522455,24810.619297522455,0.0004766404573780986
1417975.8411818882,1417975.8411819392,5.130157335777774
1449883.627409993,1449883.6274100055,5.232853152422779
1397311.843908653,1397311.8439086827,4.97114152236933
4579.496860572532,4579.496860572532,0.004747800525517923
4362.045669617979,4362.045669618043,0.0046512243070354386
4159.793455329119,4159.793455329119,0.005318442317867383
132.6578024007365,132.65780240073698,0.0012877677442123606
128.11240063041652,128.11240063041652,0.0023152892953451167
125.02827308221549,125.02827308221497,0.0021124458439934477
2625.416343490178,2625.416343490178,0.01848216722503705
3736.9789827273985,3736.978982727452,0.017888231723149076
3868.110819785762,3868.1108197857593,0.017920326012368377
26466.98938134768,26466.989381348438,0.012720324822871304
26908.461330084487,26908.461330084487,0.004190989313110417
25835.924785923584,25835.924785923584,0.004100386569298126
3485.0688827331646,3485.068882733211,0.05032340548507063
3695.982810598798,3695.982810598798,0.046849722393984106
3635.73925487622,3635.73925487622,0.045223632242666276
753.8703601108267,753.8703601108267,0.0013237142326119387
777.6525938181909,739.7958687681687,0.0009659483766102976
749.0467632980198,705.6501261835541,0.0011433167374762542
2572.5004616804727,2572.5004616804727,0.0014339719256583332
2927.1012321953,2559.7875069000033,0.0007800685979025764
2869.6726391473535,2869.6726391473535,0.0009174181681328577
363.05918744228273,363.0591874422891,0.011759585940226169
354.4238273841275,354.42382738412414,0.0035760948834940103
338.2332818634949,338.2332818634949,0.006406814585592207
40.54256694367371,22.307257307494165,0.00018098702549231761
38.515450069019394,38.515450069019394,0.00013706431059575647
36.88331850390988,36.88331850390988,0.00011068713891398473
20.045706371191148,10.784841360419591,0.000181605092053737
28.70801120174541,10.39503822290702,0.000135217292196361
30.64102409405879,9.961362602941003,0.00015543286630513272
69.02299168975217,69.02299168975101,0.0028602844668783
73.58101063585573,54.832605870593646,0.0013634645716842464
71.93829246551468,71.93829246551343,0.0018041714647214688
55.71174603174513,10.321851241538964,0.00020106173189491007
58.758286005349305,58.758286005348296,0.00019691712051994945
56.71993142487654,56.71993142487654,0.0001785571287701773
53.663748929375316,53.6637489293739,0.00017729616025232277
59.3843411714509,59.38434117145199,0.00022035714536303567
64.5917384193351,64.5917384193351,0.00019551329969947828
69.27358520587686,69.27358520587686,0.00020682371543598064
11.47174603174594,11.47174603174594,2.4422178726015936e-08
10.81899666906644,10.81899666906644,2.4954715677583072e-08
10.183878107171576,10.183878107171576,2.517145333506893e-08
9.63242414599057,9.632424145990578,2.526177345705642e-08
9.13537269886566,9.135372698865707,2.4548298561752325e-08
8.725244925672195,8.72524492567219,2.5863723037542893e-08
8.402284210888366,8.40228421088834,2.720615127828669e-08
3.545714285714278,3.5457142857142796,1.2979563797489347e-08
3.6047463688215062,3.6047463688215027,1.1667572589961482e-08
3.536205558551854,3.536205558551859,1.1859465589210756e-08
3.4329320039622915,3.4329320039622915,1.4791867581324103e-08
3.510935580271448,3.510935580271445,2.5602003278148296e-08
3.4870018868611012,3.4870018868610955,5.6257394046971655e-08
3.4072150492537876,3.4072150492537956,4.457876966573727e-08
20.420079365079363,9.403184658388113,3.452689971468166e-05
21.79888006661696,10.307556895660348,1.783503452501352e-05
21.406074975388048,9.78951472421029,4.983969979940326e-05
20.50057618970379,9.245849041813052,1.3517629973408894e-05
27.73453538009697,9.611819532712508,4.5653134886532335e-05
30.458519761349464,7.027064144322104,2.4158777282040853e-05
30.824607939727706,9.555816545576558,3.6727214692411475e-05
7.395555555555456,7.395555555555456,1.8443863874849803e-06
