0,1,2,3,4,5,6,7,8,9,10,11
28449.0,6204.429795501249,171.16607405157765,122.07998683848733,351.0048506461996,6.3704,6.833486371,2195401.0,114919.0,2211738.0,6345.0,17586.0
32061.0,6204.505354349574,171.22615307958046,122.08675910619266,351.0090867138689,6.3736,5.100786859,2562518.0,109947.0,2653574.0,8248.0,21393.0
37058.0,6204.0,171.24392515032682,122.10523839570958,351.0111291841761,7.8547,5.236277862,3173331.0,151542.0,4249975.0,9005.0,23533.0
45444.0,6579.0,171.0,122.0,351.0,9.6094,5.548229749,3820683.0,171045.0,4895922.0,10100.0,34674.0
50467.0,6897.0,231.0,128.0,351.0,11.2209,5.501553947,4329877.0,168398.0,6973256.0,11238.0,36578.0
58204.0,6897.0,335.2,142.0,351.0,90.742,5.4032899547968,5053870.0,187578.0,8825603.0,14954.0,41162.0
63029.0,6826.0,398.7,1227.0,352.0,112.1886,4.95141610436347,5503499.0,189551.0,10272173.0,17747.0,48076.0
70452.0,6750.0,455.3,1150.0,353.0,126.31,5.50179749412286,6686351.0,191779.0,12362450.0,22921.0,48554.0
75943.0,6410.0,563.2,1103.0,370.0,178.92,5.82292671313728,8218234.2,193718.4,15795367.0,33511.0,61302.0
81658.0,6196.0,633.4,737.0,370.0,183.07,5.76327796144827,9366439.0,217255.0,18902752.0,40888.0,57008.0
87475.0,5613.0,801.8,760.0,379.0,199.94,5.94742552882088,10633640.0,235493.0,24585034.0,50511.0,60784.0
93213.0,5534.0,1076.8,782.0,380.0,234.67,6.07698907108309,11850469.0,242175.0,28517239.0,62671.0,72672.0
99995.0,5469.0,1186.8,805.0,392.0,282.71,5.94817595002163,12687953.0,245384.0,31371854.0,74661.0,81896.0
106497.0,5429.0,1159.9,805.0,389.0,287.8,6.01367697621378,13840231.0,245728.0,34538855.0,94031.0,93502.0
118198.0,5218.0,1580.5,795.0,396.0,285.78,5.78350805033127,14845762.0,253337.0,39409752.0,100578.0,101170.0
128994.0,5028.0,1784.0,794.0,391.0,361.76,5.63860283120364,15796512.0,269835.0,44868872.0,106948.0,102763.0
140211.0,5300.0,1818.0,799.0,382.0,425.87,6.17009015177451,18707701.0,267338.0,49578246.0,123496.0,114012.0
164220.0,5268.0,2059.9,853.0,383.0,433.42,6.31469090177115,22335870.0,313986.0,56952843.0,131716.0,124941.0
164889.0,5320.0,2060.1,884.0,383.00124235490216,410.96,6.44436279431785,23265793.0,336280.0,63161622.0,162824.0,133339.0
183980.0,5393.0,2084.1,937.0,383.0021922335779,449.45,6.52929455470131,26293208.0,338297.0,70056517.0,198778.0,134617.0
190313.0,5313.0,2030.8,1019.0,383.00404985039313,488.7,6.83316006142621,28433394.0,373235.0,79475111.0,202722.0,162680.0
200278.0,5584.0,2112.3,1052.0,383.00594678009276,521.91,6.73452047156467,29470733.0,402152.0,85369394.0,193973.0,162670.378182585
22380.0,3844.954185916867,118.93119428525969,108.26360629444858,67.9998424023666,6.6774,1.520495719,311878.0,26216.0,363262.0,1827.0,2070.0
26532.0,3845.2749058121617,118.88223300988867,108.36733566343587,67.99973773927816,7.8023,1.568212938,404290.0,28808.0,420008.0,2505.0,2686.0
31550.0,3844.54995054402,118.86260207309483,108.44188318134479,67.99965707417535,9.1979,1.727760152,537501.0,29553.0,450276.0,2578.0,3439.0
35783.0,4340.263671875,119.0,108.0,68.0,10.855,1.962502907,725659.0,33441.0,507093.0,3045.0,5507.0
41163.0,4600.0,118.9643902674749,110.0,68.0,14.9692,2.184760791,952370.0,37164.0,588624.0,4159.0,6112.0
46122.0,4600.0,95.9,120.0,67.0,22.3384,2.27095081577697,1146921.0,44854.0,723356.0,5584.0,6009.0
55473.0,4600.0,119.2,753.0,69.0,28.653,2.31755273470348,1557166.0,48348.0,866122.0,6790.0,7101.0
62574.0,4534.0,163.1,868.0,69.0,34.0,2.37263572126538,1784661.0,52039.0,1054611.0,7404.0,7299.0
72994.0,4432.0,184.5,817.0,56.0,43.25,2.48864844120957,2295643.8,58770.7,1193390.0,11006.0,9271.0
85213.0,4412.0,230.0,497.0,58.0,60.17,2.63333003162564,2977580.0,74293.0,1693819.0,13982.0,8445.0
93173.0,4329.0,367.9,587.0,58.0,76.45,2.79579614514793,3604866.0,89609.0,2323275.0,19782.0,10180.0
99607.0,4358.0,461.7,585.0,58.0,92.81,2.97903502814165,4280921.0,100219.0,2761575.0,24856.0,11893.0
105231.0,4346.0,353.9,583.0,60.0,109.0,2.95472034274967,4646868.0,113335.0,3885631.0,26351.0,13103.0
107960.0,4283.0,397.7,591.0,60.0,120.82,3.08488353320406,5101839.0,124321.0,5034369.0,37342.0,15557.0
115053.0,4185.0,470.2,533.0,61.0,125.18,3.00425263301499,5373223.0,119384.0,5526361.0,39734.0,17440.0
118944.0,4058.0,724.3,457.0,61.0,115.99,2.4730066380257,4587227.0,103087.0,5514411.0,41675.0,18857.0
120711.0,4072.0,795.3,452.0,61.0,106.68,2.61780501912849,4923997.0,99490.0,6855875.0,54680.0,21933.0
90371.0,4150.0,897.4,491.0,57.0,109.93,3.28249013774542,4629716.0,92502.0,9092549.0,57799.0,22745.0
101614.0,4214.0,1092.6,549.0,57.000160842901,118.17,3.44377235292071,4850116.0,90640.0,10895598.0,75434.0,27378.0
113732.0,4430.0,1254.6,585.0,57.00023279702441,103.97,3.65930678560051,5743282.0,102986.0,12568262.0,97910.0,28386.0
119235.0,5153.0,1352.5,598.0,57.00029374836025,62.16,3.48627331972314,5686565.0,103499.0,16508667.0,71545.0,33185.0
122752.0,5559.0,1517.3,621.0,57.00033695222083,77.03,3.58022261655106,5992326.0,110094.0,19285572.0,59154.0,33182.18890759149
9115.0,1373.0879621463798,3545.9589479467395,47.08753644718511,77.99991207798375,4.8715,0.54884337,336031.0,32899.0,60406.0,3353.0,663.0
10513.0,1373.1100391947712,3545.9410863077037,47.107524501754774,77.99986934086887,5.4058,0.549796353,380530.0,34438.0,67969.0,3572.0,1288.0
12918.0,1373.02260304329,3545.932100161971,47.12187377123344,77.99986906832928,6.8231,0.517158687,438428.0,34823.0,72718.0,3407.0,1046.0
14782.0,1443.37347628139,3546.0,47.0,78.0,7.4044,0.583709964,589320.0,41703.0,103827.0,3585.0,2184.0
16962.0,1630.0,1169.0,52.0,76.0,8.8627,0.657471465,766640.0,43740.0,156099.0,4131.0,2336.0
19877.0,1630.0,235.9,61.0,76.0,17.405,0.656599438345673,900165.0,45334.0,164329.0,5358.0,2876.0
23239.0,1712.0,301.9,361.0,75.0,21.6674,0.681435825822806,1091113.0,46155.0,165906.0,5496.0,4484.0
24581.0,1811.0,466.8,424.0,74.0,26.43,0.782366374478692,1348446.0,56509.0,172112.0,6839.0,4107.0
28668.0,1871.0,724.0,438.0,75.0,29.65,0.762220301202397,1554491.9,62304.6,192931.0,10061.0,6523.0
33969.0,1951.0,924.3,370.0,75.0,33.22,0.821258243676721,2013377.0,73025.0,262471.0,11119.0,4699.0
36584.0,2006.0,1150.4,433.0,76.0,44.74,0.924804920111037,2457670.0,78533.0,378178.0,15315.0,5660.0
38716.0,2063.0,1756.0,504.0,76.0,49.76,0.995904797676158,2818551.0,89546.0,315581.0,18186.0,6028.0
39984.0,2108.0,2049.3,556.0,77.0,51.32,1.06415996655467,3130881.0,100946.0,292228.0,20132.0,7911.0
40255.0,2098.0,2204.7,633.0,79.0,45.5,1.17717743107034,3508708.0,106975.0,395438.0,30130.0,7289.0
43062.0,2141.0,2948.5,633.0,80.0,73.18,1.19557848424328,3834274.0,111384.0,589959.0,31826.0,8977.0
45387.0,2191.0,3841.1,669.0,80.0,69.08,1.3288656738883,4520312.0,113191.0,889245.0,35348.0,8782.0
47772.0,2328.0,4126.9,650.0,75.0,77.04,1.38777493198468,4997415.0,103275.0,2759840.0,51894.0,9041.0
46348.0,2457.0,4192.4,670.0,74.0,90.7,1.61440150727029,5667279.0,111799.0,3811904.0,57809.0,10658.0
48564.0,2596.0,4345.8,745.0,74.00007394510709,101.76,1.75207646942336,6343724.0,125058.0,5549646.0,92196.0,12014.0
54172.0,2700.0,4598.2,840.0,74.00014721049051,112.64,1.84567864861988,7454936.0,125609.0,7473182.0,120034.0,11991.0
56995.0,2926.0,5012.5,939.0,74.00024183003336,118.13,2.00354020731454,8489080.0,158713.0,10038253.0,115314.0,18188.0
59332.0,3190.0,5480.5,953.0,74.00029467396301,131.04,2.07560650917871,9121066.0,178016.0,17830882.0,92009.0,18178.169108190534
6146.0,1427.0131274719504,918.008388680022,27.09226314466406,170.9966187326881,2.5142,0.714389801,144131.0,17183.0,39014.0,934.0,583.0
7435.0,1427.0993332405885,917.979779718241,27.127787914436798,170.9953501041379,2.9874,0.554267082,158256.0,18483.0,32251.0,1175.0,1029.0
9150.0,1426.85274592637,917.9722434944435,27.149040242107656,170.99466351765366,4.2492,0.654006726,233570.0,18504.0,59960.0,1189.0,889.0
12495.0,1610.89355322339,918.0,27.0,171.0,4.3607,0.628813835,262814.0,27438.0,47980.0,1220.0,1860.0
14123.0,1790.0,917.9781459921421,36.0,170.0,5.5715,0.764618499,363388.0,38767.0,59213.0,1421.0,1401.0
16945.0,1790.0,148.0,34.0,170.0,15.7971,0.859019595873268,492506.0,36864.0,82677.0,1992.0,1423.0
20398.0,1863.0,188.6,151.0,170.0,17.6381,0.855146676873445,625574.0,43986.0,128425.0,2279.0,2365.0
21522.0,1979.0,283.0,154.0,171.0,17.61,1.09884334854063,808563.0,47772.0,162068.0,3227.0,2053.0
26283.0,2050.0,377.7,157.0,172.0,20.12,0.976903246000917,898835.0,46279.1,184911.0,4752.0,2475.0
31357.0,2132.0,502.8,118.0,170.0,27.17,1.009050905224,1133926.0,47355.0,224825.0,4974.0,2709.0
33628.0,2202.0,639.2,136.0,170.0,33.32,1.0926084160349,1323458.0,47029.0,306088.0,7196.0,2875.0
34813.0,2351.0,737.4,138.0,164.0,62.06,1.22978057869077,1549799.0,49035.0,527681.0,8565.0,3701.0
35070.0,2474.0,881.7,134.0,163.0,54.26,1.19254961607148,1521871.0,48955.0,484595.0,8371.0,4133.0
34919.0,2519.0,996.8,139.0,166.0,37.47,1.03808329462523,1325268.0,42873.0,512007.0,10020.0,5116.0
35532.0,2504.0,1345.9,133.0,165.0,34.56,1.01624163532027,1326237.0,44147.0,425622.0,10062.0,5757.0
42060.0,2439.0,1582.9,153.0,162.0,50.25,0.954602593180761,1482347.0,47694.0,941471.0,11311.0,6200.0
45328.0,2401.0,1840.1,170.0,158.0,59.08,1.04519592272853,1757822.0,44593.0,1507567.0,15060.0,7256.0
45724.0,2383.0,1989.2,180.0,143.0,57.72,1.1230697939939,1912215.0,46853.0,1095227.0,16598.0,8718.0
50528.0,2515.0,2148.2,206.0,143.00265584748595,66.09,1.1956477280388,2110549.0,52394.0,449791.0,27296.0,9901.0
64821.0,2688.0,2322.3,255.0,143.00620304511838,83.38,1.11503616612513,2518889.0,57228.0,1344737.0,37379.0,10258.0
73675.0,3112.0,2478.7,278.0,143.00847780473762,61.01,1.06743933922457,2737192.0,62219.0,1614346.0,33068.0,13204.0
73984.0,3528.0,2828.3,309.0,143.01070478763586,84.14,1.160300332319,2981763.0,67921.0,2238585.0,28463.0,13200.197157254963
7241.0,1141.5861699649895,705.9887797878312,15.046630553962231,108.9989023417409,2.767,0.278410434,48285.0,8679.0,58197.0,679.0,80.0
8975.0,1141.676091815782,705.9547744364621,15.074469487907418,108.99806484425466,3.0112,0.267536992,63898.0,8686.0,108452.0,817.0,96.0
11305.0,1141.41596638655,705.9756597769314,15.078219569902357,108.99751293536214,3.372,0.256327543,77951.0,11417.0,104085.0,831.0,89.0
16331.0,1302.73909395973,706.0,15.0,109.0,4.3463,0.300229749,116956.0,13504.0,109939.0,845.0,207.0
20053.0,1413.0,638.0,17.0,104.0,4.5414,0.344069056,164860.0,14751.0,107127.0,978.0,213.0
25393.0,1413.0,69.9,15.0,100.0,9.2228,0.397270124377783,241982.0,15373.0,109835.0,1313.0,313.0
32214.0,1507.0,99.7,94.0,100.0,15.3634,0.398943056896024,338950.0,18264.0,94423.0,1328.0,439.0
40282.0,1650.0,135.9,109.0,97.0,18.07,0.534612561279228,520726.0,21676.0,147651.0,1494.0,481.0
47347.0,1794.0,179.8,107.0,97.0,21.39,0.545926148046607,637205.0,24765.4,271464.0,2096.0,732.0
57974.0,1884.0,267.0,98.0,95.0,28.21,0.593100360170141,851685.0,27604.0,226719.0,2262.0,816.0
63886.0,1920.0,409.3,97.0,97.0,27.61,0.638810421281842,1014468.0,31819.0,1060962.0,3084.0,1080.0
67498.0,2042.0,548.7,100.0,97.0,31.64,0.696203983037455,1171877.0,37280.0,387390.0,3836.0,1358.0
71046.0,2137.0,677.2,95.0,97.0,32.87,0.687300473433317,1221346.0,36435.0,139393.0,4031.0,1644.0
71101.0,2156.0,739.9,107.0,97.0,35.72,0.763040819313676,1360617.0,38248.0,153872.0,5522.0,1818.0
72064.0,2035.0,916.0,109.0,98.0,32.38,0.813722342661393,1475124.0,39480.0,120492.0,5846.0,1967.0
63764.0,1937.0,1200.7,83.0,96.0,33.67,0.82210532790017,1323278.0,33030.0,196087.0,6271.0,2046.0
68302.0,1969.0,1294.1,93.0,92.0,26.05,0.747394619306134,1292187.0,24906.0,198398.0,9625.0,2288.0
67852.0,1984.0,1358.4,99.0,87.0,28.49,0.858730238959642,1478092.0,24897.0,224793.0,11059.0,2914.0
72062.0,2053.0,1372.7,105.0,87.00149064380213,32.38,0.927833929153643,1610703.0,27914.0,359540.0,17958.0,3695.0
85422.0,2127.0,1441.3,111.0,87.00219877283725,35.28,0.92647775687085,1900595.0,26427.0,411478.0,24362.0,3775.0
96474.0,2351.0,1750.1,131.0,87.00286619452955,42.99,0.904687675420794,2095130.0,37724.0,512988.0,24640.0,5244.0
102677.0,2523.0,1792.7,140.0,87.0032160229183,74.97,0.926414098347342,2281480.0,40446.0,609824.0,22258.0,5243.874650905517
12986.0,1854.6994412600184,2740.8168120969385,67.27217503843863,188.99143351609325,14.6625,1.311059283,715605.0,64703.0,508326.0,4551.0,3071.0
14258.0,1854.8017745153948,2740.5524628087637,67.41380687136136,188.98628893467065,16.2423,1.382246516,829699.0,56031.0,620200.0,5656.0,3539.0
16297.0,1854.54394299287,2740.4849782730867,67.55110757537106,188.9851107117109,19.5315,1.602431055,1069142.0,59967.0,752817.0,5749.0,4369.0
18983.0,2140.71377756699,2741.0,67.0,189.0,23.3698,1.557103812,1247086.0,66104.0,865167.0,6195.0,6856.0
21788.0,2379.0,2740.8987914441104,72.0,181.0,29.1249,1.467771034,1357857.0,69048.0,806494.0,7399.0,8484.0
25729.0,2379.0,224.1,86.0,174.0,38.6889,1.50042228005831,1653989.0,77157.0,929290.0,9615.0,10318.0
31259.0,2498.0,288.0,924.0,171.0,49.0226,1.39053361797641,1900662.0,76673.0,997290.0,10665.0,11103.0
35239.0,2621.0,426.6,999.0,169.0,57.49,1.52748629580036,2323687.0,80925.0,1197095.0,12198.0,11933.0
42355.0,2659.0,596.8,987.0,167.0,68.9,1.55749067982426,2874702.6,84653.8,1306811.0,17093.0,15370.0
50760.0,2671.0,793.4,701.0,166.0,87.2,1.63692675925801,3638348.0,80977.0,1596633.0,19176.0,13936.0
56649.0,2712.0,981.3,738.0,165.0,101.24,1.57313545648208,3908680.0,87180.0,2306648.0,21223.0,14875.0
61686.0,2811.0,1267.5,735.0,164.0,118.99,1.64686448048483,4459322.0,94885.0,1733775.0,21656.0,17256.0
65201.0,2903.0,1631.4,687.0,166.0,108.82,1.52021338210852,4351851.0,99586.0,2174648.0,19525.0,18595.0
65354.0,2933.0,2083.5,604.0,161.0,68.92,1.26756024447295,3633971.0,85366.0,2674927.0,25182.0,20874.0
50791.0,2876.0,2710.8,460.0,158.0,61.61,1.67536375854613,3727165.0,87839.0,3232180.0,25104.0,22473.0
53527.0,2845.0,3239.5,446.0,159.0,57.38,1.83637956635927,4298825.0,88858.0,3858317.0,26495.0,23586.0
58008.0,2859.0,3118.8,456.0,35.0,75.05,1.81739537474299,4600800.0,95317.0,4744910.0,35149.0,26269.0
57191.0,2866.0,3240.3,493.0,33.0,74.03,2.04123495299976,5084604.0,99880.0,5575904.0,40037.0,28808.0
58872.0,3136.0,3270.7,508.0,33.00590173659242,72.71,2.18596884088209,5490052.0,111931.0,6328126.0,60185.0,33247.0
65026.0,3487.0,3305.2,549.0,33.01107829350873,78.45,2.17670179559964,6004236.0,116505.0,7551240.0,80191.0,34841.0
68775.0,3742.0,3274.0,578.0,33.016243725132775,74.35,2.14293548598624,6209177.0,124163.0,9713459.0,77434.0,41603.0
72107.0,3963.0,3720.7,599.0,33.02082956820297,78.93,2.23918151303899,6764433.0,131346.0,12890739.0,67632.0,41600.54705425073
8334.0,1898.6073342915065,1819.800249538882,40.147995873770896,127.99919615552987,3.3298,1.175738607,264085.0,19580.0,82921.0,1507.0,1744.0
9338.0,1898.7222476411328,1819.6995494872194,40.273985445256905,127.99869333297735,3.0797,1.044299946,278001.0,19480.0,87292.3,1690.0,2386.0
10932.0,1898.35798816568,1819.4287587136037,40.35127951507228,127.99830333253283,3.6523,1.137296165,355065.0,22156.0,107900.0,2145.0,2675.0
13348.0,2144.34108527132,1820.0,40.0,128.0,4.5681,1.085662119,393039.0,25642.0,122261.0,2023.0,4456.0
15720.0,2359.0,63.0,44.0,125.0,5.6101,0.957194184,409212.0,28456.0,153666.0,2319.0,5012.0
19383.0,2359.0,96.2,44.0,122.0,11.087,0.962512465253402,508658.0,32509.0,174845.0,2855.0,5282.0
23514.0,2493.0,128.2,404.0,120.0,13.4116,0.822215651795023,528364.0,31731.0,196066.0,2984.0,6251.0
26595.0,2659.0,216.6,447.0,119.0,18.98,1.11777709084664,813602.0,39393.0,197598.0,3275.0,6597.0
31599.0,2695.0,288.1,436.0,119.0,19.12,0.874528761199781,758004.8,45313.1,188090.0,4343.0,8292.0
38460.0,2716.0,362.2,368.0,112.0,21.18,0.843363929592963,891337.0,44815.0,262614.0,4920.0,8475.0
43415.0,2807.0,498.8,394.0,111.0,24.96,0.919664903293677,1098010.0,49961.0,251180.0,5930.0,9364.0
47191.0,2889.0,635.6,394.0,109.0,37.22,0.921993365923402,1196882.0,48008.0,347167.0,6219.0,10917.0
50160.0,3033.0,695.0,393.0,111.0,36.45,0.947062045302735,1307243.0,49774.0,285756.0,6696.0,12663.0
51086.0,3168.0,806.0,406.0,109.0,41.39,1.00552935228502,1414089.0,49276.0,264697.0,8878.0,13421.0
53868.0,3169.0,987.2,442.0,106.0,41.01,0.94517622218613,1396668.0,48252.0,1164198.0,9995.0,14019.0
54838.0,3048.0,1560.7,426.0,104.0,46.84,0.856549520125424,1280073.0,45530.0,2199199.0,11090.0,14487.0
55611.0,3038.0,1761.1,346.0,104.0,41.1,0.763040793068084,1150255.0,36376.0,3419460.0,13885.0,16090.0
43475.0,3131.0,1526.7,311.0,103.0,39.18,1.26532853748928,1483828.0,42323.0,4741327.0,15579.0,17924.0
50800.0,3373.0,1686.6,321.0,103.00182844335016,39.94,1.29563604877462,1595099.0,44472.0,4621541.0,23951.0,20167.0
